,Unnamed: 0.1,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,Region,Unnamed: 0
1327,136,1040661.046,376.0450817,-1.399085806,529.6808597,341.1872792,1992.604526,110,196.1715415,255,6.655277934,7.167204466,189.340664,440.8788696,666.9176077,11853.05,557711.77,28568445.99,1535802172.0,239515.94,11036557.57,560110724.3,30018136718.0,5862602.86,269610309.2,13635602014.0,728000000000.0,156247992.0,7231127950.0,366000000000.0,19467500000000.0,11853.05,4.47e-11,2326894.795,-27376234.7,1.45e-11,-233188.0938,4768874.976,-140381298.3,1022676.806,3186216.96,100492119.0,197590392.7,-3548990.856,-28181177.07,-74069872.41,-5498483969.0,2.093187896,0.079957304,0.055449057,0.019327835,6.45e-05,0.001733125,1.99e-05,138,1.552463682,3.761896412,5.840207555,C,../Images/Training/39.5 hold 1.bmp,138,136.0
1329,138,674578.7015,302.7621471,0.000149412,365.0936282,264.0621259,1213.448463,116,165.3487805,210,7.962072539,6.470574313,185.2746098,153.4737439,394.9874571,7683.4,125848.47,2442693.41,52430013.03,151925.18,2488475.23,48689565.25,1053140653.0,3733101.7,60554571.37,1177581787.0,25299478891.0,101791669.6,1637438655.0,31558317519.0,670806000000.0,7683.4,-5.56e-12,381387.5556,-73215.884,-3.74e-11,51.94636585,388069.7219,-2677648.573,729059.1774,-592957.2269,30959785.26,-97102981.37,-855210.81,5278592.006,-13225090.99,147485560.2,1.651467479,0.028532743,0.002011415,0.00019057,-7.17e-09,-3.58e-06,-1.04e-08,140,1.382605048,3.323663766,4.595314301,I,../Images/Training/39.5 hold 1.bmp,140,138.0
1330,139,3796561.838,718.2580513,0.326363792,856.9914235,613.1641586,2824.708186,112,194.7540628,255,8.681499699,6.546149167,444.2050011,365.695974,864.1761576,43242.55,1687686.92,78575414.5,4070537326.0,2050006.08,83359399.18,4009530474.0,214000000000.0,118658906.5,4945740770.0,241000000000.0,12914700000000.0,7630159341.0,322000000000.0,15701400000000.0,842135000000000.0,43242.55,6.18e-11,12707718.45,11942268.42,6.8e-10,3350971.205,22927972.27,2650773396.0,21473959.52,-3044791.503,4546418848.0,13663018982.0,-31159773.61,2287027247.0,15579422817.0,1572330000000.0,1.604907356,0.028647649,0.000531875,7.49e-06,-4.52e-11,-2.76e-07,2.24e-11,141,1.397654138,3.29607521,4.606773156,I,../Images/Training/39.5 hold 1.bmp,141,139.0
1331,140,1438004.354,442.0438618,-0.233979382,528.4258444,390.4277247,2011.344526,102,195.6327231,255,7.696785714,6.31415558,258.5755492,233.2100801,629.5357072,16378.76,407651.22,12002820.08,391456318.1,451990.06,10916153.07,309229142.9,9706220609.0,15649436.68,370913071.0,10129678119.0,305000000000.0,617230759.6,14449144787.0,384000000000.0,11135400000000.0,16378.76,-4.14e-11,1856782.336,290966.3206,1.17e-10,-333434.7735,-5404271.57,-73278305.73,3176269.338,-183003.9306,244854157.1,183239205.9,10061831.0,-136193854.3,-261854677.7,-23672667357.0,1.647208341,0.024986036,0.004519294,0.00014194,1.21e-08,6.38e-06,-1.23e-09,142,1.35345369,3.806294765,5.151643693,I,../Images/Training/39.5 hold 1.bmp,142,140.0
1333,142,1465152.033,446.196963,-1.320564714,506.913305,411.8442583,2001.032793,116,173.0443571,222,7.973229814,5.462933751,214.1105503,245.7928299,586.9540319,16687.97,437757.03,14472180.51,538962559.3,381330.89,9754085.67,317572022.3,11651091128.0,10792262.93,270583233.8,8625814314.0,309000000000.0,342167110.4,8478769798.0,266000000000.0,9340000000000.0,16687.97,-2.38e-11,2988985.291,2516400.451,-5.99e-11,-248945.1273,-66043.67649,-145447496.6,2078605.866,-1141130.109,298594925.8,-595517241.2,561961.3811,-28732679.24,455209008.4,-13259493377.0,1.597620891,0.011420722,0.000213569,1.27e-05,2.79e-11,1.64e-07,6.51e-11,144,1.230837373,3.947485247,4.858712372,C,../Images/Training/39.5 hold 1.bmp,144,142.0
1335,144,3446109.976,684.3051846,0.376039952,733.4239236,654.683535,2684.824092,113,201.5509668,255,8.720491002,4.223717271,371.5476772,358.4891764,809.0820023,39250.93,1501711.16,69842274.66,3586150866.0,1556413.22,60590392.88,2845673348.0,147000000000.0,76334485.3,3044454768.0,144000000000.0,7373150000000.0,4206932893.0,172000000000.0,8156550000000.0,417203000000000.0,39250.93,-1.2e-10,12387931.33,-33868144.53,-2.79e-10,1043189.743,-3598732.047,332642365.2,14618186.82,41223581.47,3188894269.0,11839507447.0,20742132.12,1336707636.0,9773666066.0,359172000000.0,1.539010003,0.003232673,0.002135748,2.88e-05,7.53e-10,5.34e-07,1.19e-10,146,1.120272444,3.660671551,4.100949464,I,../Images/Training/39.5 hold 1.bmp,146,144.0
1336,145,551180.1585,273.6730621,-0.446952819,318.0941661,249.8534289,1056.099054,122,208.7910448,255,8.163719116,5.799090337,146.3118507,134.6343134,332.7339642,6277.9,90204.99,1607470.35,32332037.67,98028.94,1341034.4,22823670.88,437091403.9,1950552.9,25998582.94,428390122.1,7913030927.0,43723118.56,577280078.0,9335602018.0,169000000000.0,6277.9,-1.45e-12,311345.8146,287605.7694,7.72e-12,-67509.78713,-336808.7621,-11438616.18,419838.3175,80078.4888,18572838.67,50458504.88,153892.5973,-5331759.352,-35942478.21,-971486161.8,1.628835224,0.015888965,0.001073368,0.000133313,5.33e-09,1.34e-06,7.79e-10,147,1.273123077,3.320083065,4.226874367,C,../Images/Training/39.5 hold 1.bmp,147,145.0
1338,147,708307.6365,310.2388815,0.68927326,405.3206623,254.0090883,1351.11614,116,166.0092915,199,7.78722973,7.301771835,171.3806736,156.797863,447.0187294,8067.57,135002.96,2861429.34,68799018.86,147558.76,2750451.06,62783478.86,1590820741.0,3410661.26,67458321.78,1599956716.0,41629082007.0,88059784.72,1817350404.0,44294991698.0,1170000000000.0,8067.57,9.65e-12,602285.7306,758438.6694,-4.53e-12,281198.3143,1035743.819,44235402.16,711758.4116,97776.43727,57962104.43,124295584.4,-359072.9501,56176259.15,225785227.1,8277715086.0,1.772571048,0.063750648,0.002758847,0.000268628,2.08e-08,2.02e-05,1.33e-08,149,1.595693544,3.333449948,5.31916456,PS,../Images/Training/39.5 hold 1.bmp,149,147.0
1341,150,1104828.288,387.4651589,-0.06315964,523.5456528,392.2902769,2038.512793,105,171.9553239,217,6.493245614,6.205151965,373.7534624,236.1686523,610.202141,12583.91,317174.5,9377177.42,306517661.7,501950.9,12583722.6,376328396.9,12493817375.0,22473101.7,560897607.5,16739017610.0,554000000000.0,1063342513.0,26432629131.0,783000000000.0,25648200000000.0,12583.91,3.99e-11,1382868.541,458349.7907,9.13e-11,-67832.10216,5708023.82,-34985089.36,2451128.719,-120234.0089,85531381.75,-266628360.4,-28614292.34,-30503353.8,361528072.4,-3336134563.0,2.125689233,0.038041602,0.051118822,0.012819871,3.5e-05,0.000813028,2.18e-06,152,1.33458738,3.893667691,5.196439761,C,../Images/Training/39.5 hold 1.bmp,152,150.0
1342,151,1442940.296,442.8018684,0.388281492,465.6553154,433.6879666,1669.810392,109,194.527366,255,8.737363105,3.411859066,231.4026739,260.303301,523.7989237,16434.98,456571.99,14932528.61,536963919.6,405880.29,11393423.39,373865839.1,13481053552.0,12512332.57,354957966.2,11546748289.0,410701000000.0,434647698.6,12388953179.0,397000000000.0,13857100000000.0,16434.98,3.45e-11,2248729.661,-2810893.422,5.68e-11,117865.2994,-1458440.646,68785254.85,2488662.945,1537457.928,181937510.2,255623671.4,2720939.432,-15343312.68,-252316976.5,5607999971.0,1.53985632,0.001275693,0.000677966,2.07e-05,-2.61e-10,-1.71e-07,-9.26e-12,153,1.073710481,3.5859365,3.850257605,I,../Images/Training/39.5 hold 1.bmp,153,151.0
1343,152,1540013.816,457.4541506,-0.854979482,670.1936235,366.1771521,2334.528738,112,178.3541667,245,7.345326633,7.847754984,263.0006838,332.2996421,769.5959248,17540.64,622064.93,25975298.49,1201057197.0,492337.28,15512259.88,606764432.1,26987347186.0,17187634.62,476080311.3,17187272132.0,724000000000.0,686523183.9,16729561125.0,552895000000.0,21789300000000.0,17540.64,-9.81e-11,3914257.551,2231673.666,-1.17e-11,-1948092.514,15855107.33,-1060837275.0,3368526.692,-24105975.42,1062872544.0,-17305071684.0,14996043.68,-983275072.9,16211511182.0,-618000000000.0,2.078192414,0.134509859,0.030724459,0.006639752,1e-05,0.000706938,-1.34e-06,154,1.83024424,3.483364592,6.37540798,C,../Images/Training/39.5 hold 1.bmp,154,152.0
1345,154,5646717.325,875.9580087,-0.7821791,1237.022734,635.4194328,3548.310154,113,201.6787587,255,8.57771139,8.039355275,504.9889423,466.4223281,1239.463657,64315.68,3201522.86,203473373.0,14554078564.0,3466244.1,146756819.2,8276633983.0,542377000000.0,231249726.0,8803963379.0,451000000000.0,27227800000000.0,17287571798.0,611000000000.0,28936100000000.0,1626620000000000.0,64315.68,1.03e-09,44107124.74,34375262.36,1.63e-09,-25786792.65,-122163420.5,-32071529992.0,44439166.57,72272313.51,32406589703.0,181486000000.0,34516302.75,-36727605816.0,-117000000000.0,-41600000000000.0,1.879385302,0.127886281,0.001359502,0.000133475,6.05e-09,1.53e-05,-4e-10,156,1.946781401,2.868427602,5.584201506,I,../Images/Training/39.5 hold 1.bmp,156,154.0
1346,155,1640377.964,472.1252493,-1.219780288,509.5454397,448.4233701,1739.281573,110,193.7316951,247,8.694174034,4.449706665,233.7284002,263.4266951,567.1753182,18683.78,525272.83,18128635.61,702607154.3,466054.43,12851123.66,433341117.7,16409038743.0,14391992.05,391071136.2,12749939860.0,464000000000.0,501642505.2,13517960774.0,428000000000.0,14971800000000.0,18683.78,-2.3e-11,3361198.51,3949161.256,-4.02e-11,-251456.7268,-4726776.676,-122119329.1,2766575.152,-998206.8781,280583494.8,-31171914.0,4623119.238,-41054280.63,-383423567.5,-13013218459.0,1.541176605,0.004094396,0.001360283,2.95e-05,2.8e-10,4.98e-07,5.66e-10,157,1.136304381,3.413398369,3.878659519,PS,../Images/Training/39.5 hold 1.bmp,157,155.0
1347,156,6373946.072,930.6565885,-0.43930846,1210.215754,747.043238,4385.683932,106,194.6757873,255,8.137049989,7.371779356,603.1858893,503.6895018,1292.9921,72598.76,3902586.26,247102416.7,17218308833.0,4673484.27,233191339.9,13895995954.0,923000000000.0,368069613.3,17569544164.0,998000000000.0,63372900000000.0,32341589195.0,1500000000000.0,82126600000000.0,5011330000000000.0,72598.76,3.53e-10,37316746.6,-76781901.04,1.5e-09,-18034376.59,-72119163.98,-17278214652.0,67217984.16,105655453.8,27149151941.0,134519000000.0,-6786058.241,-32492216162.0,-227000000000.0,-24500000000000.0,1.741331198,0.065004616,0.000760455,2.7e-05,2.2e-10,2.21e-06,-3.49e-10,158,1.620007642,3.623886003,5.870723017,C,../Images/Training/39.5 hold 1.bmp,158,156.0
1349,158,2949225.177,633.0517741,0.647099451,803.2659492,556.5706832,2882.259997,113,201.106834,255,7.842972216,6.756223525,333.1747225,365.6443208,901.908132,33591.45,1310834.89,61475642.37,3195167348.0,1194431.38,50468637.78,2531332373.0,139511000000.0,54984865.34,2507794952.0,133000000000.0,7640000000000.0,2895449224.0,141041000000.0,7807900000000.0,463952000000000.0,33591.45,-2.14e-10,10323098.83,-9462792.149,-2.88e-10,3858493.633,44266988.79,3089388177.0,12513750.77,87729975.29,4612188404.0,70834584476.0,50401398.05,4058920567.0,85361928980.0,3313400000000.0,1.776879069,0.041577469,0.014621495,0.002719206,1.79e-06,0.000180442,-3.78e-07,160,1.443241575,3.588176494,5.178605493,C,../Images/Training/39.5 hold 1.bmp,160,158.0
1350,159,2612758.483,595.8471921,0.181628864,856.1997358,587.0371422,3758.388461,113,184.6479849,251,6.225757322,6.820883979,452.9905258,366.1144584,1067.110956,29759.12,1162779.52,53002342.0,2624145559.0,1438697.91,57676369.73,2732030005.0,141000000000.0,84815000.57,3605602152.0,179000000000.0,9670000000000.0,5536664815.0,251000000000.0,13105200000000.0,733056000000000.0,29759.12,-8.58e-11,7569002.166,-38305454.45,-4.05e-11,1462057.438,55389716.59,1185046579.0,15261476.26,150255904.5,4041735967.0,74122555464.0,-39322380.89,2896310302.0,92092630298.0,2730000000000.0,2.263362025,0.07103705,0.092941969,0.004224395,-6.06e-06,-0.000293183,-6.56e-06,161,1.45851033,4.389616468,6.402300962,I,../Images/Training/39.5 hold 1.bmp,161,159.0
1353,162,1366433.199,430.9029491,1.057583151,577.9018203,346.336556,1956.456336,117,200.295003,253,7.977227063,7.500914829,252.301776,266.1734377,624.4245614,15563.57,442114.08,15687666.28,621100457.2,419073.25,12918831.28,488401898.7,20328922323.0,13184742.51,436208131.5,17217613467.0,739000000000.0,456093810.8,15994310905.0,651727000000.0,28594500000000.0,15563.57,1.49e-11,3128538.796,-2283525.301,3.86e-12,1014224.279,8365058.781,436646062.9,1900545.577,7050243.27,355618171.4,3818353903.0,-1276093.24,262488441.5,3075411122.0,105062000000.0,1.822844646,0.078834591,0.010506181,0.000616008,1.34e-07,3.37e-05,9.98e-08,164,1.668613406,3.38544761,5.649003268,C,../Images/Training/39.5 hold 1.bmp,164,162.0
1354,163,2872718.08,624.7866881,0.391635487,692.8543196,570.906618,2364.855155,112,198.6927262,255,8.713725699,5.309051466,339.117795,280.0884049,788.1946869,32720.04,978068.71,37351265.57,1604883958.0,1184199.34,36664566.38,1433081045.0,62557565930.0,53516848.7,1685397154.0,66048099469.0,2880000000000.0,2696661994.0,86000687791.0,3360000000000.0,145590000000000.0,32720.04,1.31e-10,8114797.599,3242781.445,4.68e-10,1266433.589,5556439.993,580734617.7,10658463.54,-5999763.586,2075934569.0,-2608714635.0,-11712075.23,1066871537.0,-1621317895.0,434611000000.0,1.539540971,0.00924847,0.000258304,9.35e-06,3.99e-11,2.93e-07,-2.85e-11,165,1.213603587,3.413206916,4.142280157,MC,../Images/Training/39.5 hold 1.bmp,165,163.0
1355,164,5180270.833,838.9991037,-1.042265899,1371.37776,634.4811959,4268.468343,107,198.4734,255,7.549953935,8.306842009,464.0076973,726.1281277,1367.666975,59002.89,4572428.82,417546352.3,41131805875.0,2921856.47,199394237.2,16723445776.0,1550000000000.0,177387695.9,11240780749.0,891000000000.0,78694700000000.0,11784952878.0,715000000000.0,54644100000000.0,4672250000000000.0,59002.89,-1.56e-10,63205991.77,-1022244063.0,1.61e-09,-27035023.02,236472441.1,-59298788819.0,32695711.61,171700928.8,36147983444.0,-217000000000.0,-237606353.5,-25283472477.0,-124000000000.0,-49000000000000.0,2.41857152,0.261630109,0.035143747,0.007798039,1.17e-05,0.000637332,7.27e-06,166,2.161415924,3.112540153,6.727493849,I,../Images/Training/39.5 hold 1.bmp,166,164.0
1356,165,621928.6565,290.7070392,-1.240424273,319.5381484,274.0885665,1099.733778,123,197.0529101,252,8.670403917,4.816577375,143.3386905,136.4475265,344.0206697,7083.72,103154.33,2002715.69,44679711.23,108364.05,1536267.72,29444437.92,651400844.6,2050858.75,27819436.3,513179889.3,11008286893.0,43481250.75,563970705.1,9953425711.0,206000000000.0,7083.72,-1.19e-11,500564.8713,937205.4542,-1.45e-11,-41747.92345,23536.89318,-6561811.605,393146.7946,-768228.3948,19994818.11,-64478016.46,79575.08355,-4645244.219,22527510.46,-584606190.6,1.563701439,0.006047618,0.004542045,1.69e-05,-3.79e-11,-7.95e-08,5e-10,167,1.165820787,3.441635322,4.012330001,C,../Images/Training/39.5 hold 1.bmp,167,165.0
1357,166,3389346.646,678.6459446,1.010639117,839.3007673,639.2813285,3607.964131,101,185.1478155,253,8.231215352,6.071287438,362.753182,353.4855243,924.9761027,38604.4,1456360.36,72005713.96,4081066395.0,1494543.11,60040327.03,3161051047.0,189000000000.0,71385691.69,2958709889.0,160608000000.0,9820000000000.0,3767821326.0,159123000000.0,8785730000000.0,545016000000000.0,38604.4,-1.98e-10,17064165.89,77133758.31,2.06e-10,3658325.452,97376335.83,3889687699.0,13525470.9,-17591824.17,5851629870.0,30009087836.0,-43086040.41,2574751638.0,34559420439.0,2326580000000.0,1.802104156,0.024467079,0.011619565,0.000583711,8.54e-08,2.79e-05,1.38e-07,168,1.312881716,4.298773778,5.643781494,C,../Images/Training/39.5 hold 1.bmp,168,166.0
1359,168,512515.2817,263.8995645,-1.503923252,329.8784863,225.9982588,1009.524881,113,165.8314607,231,8.831331316,6.825607277,129.5857464,171.6229053,352.839913,5837.51,106921.07,2409523.61,60334788.65,80731.92,1462703.85,33606057.83,864144380.2,1329827.88,24056003.91,558712420.4,14563527413.0,23926501.14,433950233.3,10151190346.0,267000000000.0,5837.51,-6.79e-12,451134.6377,-324711.5335,9.57e-12,-15999.10204,868780.2746,-1913011.603,213317.0891,141125.2385,13301724.58,17735358.45,-365115.3829,-967655.9569,37780351.91,-80857536.05,1.711935276,0.040793218,0.010676973,0.000326799,-4.53e-08,-1.45e-05,-4.68e-08,170,1.459650566,3.060293178,4.466958667,PS,../Images/Training/39.5 hold 1.bmp,170,168.0
