Region,Unnamed: 0,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,RC_Labels
51,50,820023.0459999999,1021.8051525420008,-0.995286979384984,1328.5821586179488,900.9508294254,6205.195622435821,75.0,207.8458244111349,255.0,0.7732428181140822,0.7349423822212403,59.67087794432548,68.65781584582442,1408.6198706535413,9340.0,641264.0,53886114.0,5003817842.0,557326.0,35370394.0,2895346892.0,267951901642.0,40530892.0,2437009204.0,195493561070.0,18051199161172.0,3260141698.0,188020566910.0,14820861476324.0,1366104726081838.0,9340.0,-3.183231456205249e-12,9858328.379443264,-49587638.50606006,1.4200907116901362e-10,-2894391.874089931,77360409.16582635,-5632908216.404255,7274760.278800859,-331506.5192617569,7578473453.631616,-20710757813.31201,-26554876.84774448,-4836863707.41967,93123143184.00658,-8389349946200.878,0.1964001927910637,0.005280496436033,0.0009743388405711,7.137416231046734e-05,1.0208915840850432e-08,4.698315557741131e-06,-1.5812874042222806e-08,51,1.474644470292879,4.6705396291718575,6.887385437442033,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
55,54,261722.55889999997,577.2655469892151,-0.4616935611383765,686.785933336705,522.0725274116779,2891.078342994821,108.0,203.58604495135864,255.0,0.823025952512424,0.6497268428413394,36.76618584367662,36.390137537739015,766.7958263449274,2981.0,108479.0,4609809.0,214744709.0,109600.0,3819840.0,158207410.0,7213864278.0,4946660.0,168907318.0,6879495780.0,308383295392.0,247417078.0,8395741716.0,338619716662.0,14989294602786.0,2981.0,5.7482907322992105e-12,662243.2700436093,-1205121.8933651266,1.2704504115390591e-11,-168519.07413619597,987180.1732441422,-119770305.9409502,917086.0315330428,1289287.443359321,169171546.30888948,428130645.3725529,-1888253.8054488185,-66618127.257443964,-359891645.16089785,-48473899789.18447,0.1777250892211842,0.0022609269109156,0.0002092408065463,3.479231426212591e-06,8.106771313076007e-11,1.224895328556107e-07,-4.733359513915883e-11,55,1.315499087342597,4.20957710788965,5.537694843527122,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
56,55,254874.40069999997,569.6632039301077,0.1932432582749292,852.7164550839669,407.9044001361909,3091.453697027488,70.0,143.72063382707543,197.0,0.8247159090909091,0.8781644953919263,49.52015156734413,24.05683775404753,885.7500202653116,2903.0,69837.0,2066641.0,68717715.0,143757.0,3676736.0,114110998.0,3947338556.0,8578779.0,229735402.0,7331496140.0,259055466838.0,567729069.0,15729543362.0,511024817956.0,18286498568726.0,2903.0,1.1539214028744029e-11,386583.6217705821,400908.8325234978,5.255174073681701e-11,218397.174991388,1262731.6352920637,74114967.09786308,1459910.5711333104,1726985.0542631808,169831466.44598264,1041825573.948534,-1683352.857327808,208525165.27601188,1316512157.3530445,62237521611.76691,0.2191058002410815,0.0189073068305534,0.0002560289948233,2.28197576493453e-05,-1.6823230731989379e-09,-3.137781451609341e-06,-4.606848867172414e-10,56,2.0904811392063003,3.6254181311923577,7.578868224994176,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
57,56,1024677.6198999998,1142.2171712339934,-1.0967369791351007,1641.2722988940116,871.3008712658901,6479.922196723129,79.0,203.29834632850657,255.0,0.8101485492156046,0.847453785780521,63.01687944477765,84.80250192785537,1715.3499079196638,11671.0,989730.0,102962546.0,11860704078.0,735470.0,55841409.0,5527743759.0,622742096727.0,56003904.0,3862621037.0,361839998667.0,39395071255355.0,4713928964.0,298866756219.0,26494636092957.0,2773445312504085.0,11671.0,1.1132783583889248e-10,19030965.7669437,-98524449.94228396,-1.72988734448154e-10,-6528287.092879784,146595567.9496894,-21133643731.04137,9656879.674749391,-63865578.50162007,15419846665.191628,-425444643752.2749,-32355147.357711416,-11038412180.469065,281348182259.5255,-37070058192455.78,0.2106113608518715,0.0139242620505151,0.0010694522861157,0.0001820504025688,8.010973457333934e-08,2.0657277175436783e-05,-5.920658984653961e-09,57,1.8837032683204484,3.948109159637735,7.4370661276955,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
58,57,381828.7180999999,697.2513343124232,-1.2453837967955157,902.7422434594872,629.8660926603734,4645.275860398693,113.0,207.7597148769832,255.0,0.7005476804123711,0.7163654243240737,38.6764773511152,49.56104851690044,1013.433834150015,4349.0,215541.0,13073107.0,889887111.0,168204.0,7944158.0,464375512.0,30585996212.0,7866122.0,355419666.0,20104608048.0,1289135954112.0,410710284.0,17909923640.0,988053107362.0,62224396331354.0,4349.0,2.222577677457593e-11,2390669.041618763,5002091.987330516,5.7980287238024175e-11,-392208.60473672097,-2369675.4180006166,-589228605.2684047,1360583.803633019,-4095093.645833327,803373001.4011468,-530557630.4305872,1231217.294877757,-210078142.39989385,717734367.4088279,-288258508704.8912,0.1983341606085303,0.0046861521288347,0.0002368033379731,1.361849670162562e-06,-1.5262077542179078e-11,3.847876003233063e-08,-1.910945034757157e-11,58,1.4332288306655203,5.145738879568851,7.3750213172745696,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
59,58,1362344.4972999997,1317.0386811004091,0.2852036576071952,1769.0152062930408,1070.0172612335723,8208.834911458847,85.0,194.25733066958816,255.0,0.7840828701364325,0.7963272236886356,101.83759747373848,66.50003222272346,1819.614435203238,15517.0,1031881.0,83002429.0,7514928589.0,1580214.0,111002602.0,9372112816.0,884719408072.0,193757764.0,13992048368.0,1206834403414.0,115996824507362.0,26065404666.0,1908473854522.0,166214116667488.0,1.6111151257499424e+16,15517.0,1.1709744285326448e-10,14382309.249983886,82416328.81347875,-5.690736770702641e-10,5918320.081201275,132207909.94689146,14524695538.479422,32832566.745633807,-98264177.70308332,26652261936.28892,69087144696.505,-353599944.1866345,21009716886.67007,209032939961.11108,45320278941871.24,0.1960935609488389,0.0082885520152792,0.0007838365627488,5.47652232425474e-05,1.0989751154253376e-08,4.537230698018031e-06,2.823695265028244e-09,59,1.6532585691689,4.640341633162331,7.671684568896833,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
61,60,644078.0583999999,905.5747643630112,-0.8749835947623058,974.3274501689936,883.3463275755224,4812.052395510795,103.0,204.93811341330425,255.0,0.823991912838369,0.4219445995005449,51.68334242093784,57.06175027262814,1154.070610058154,7336.0,418605.0,28481249.0,2137276287.0,379149.0,21200653.0,1414343369.0,104158818073.0,24033305.0,1337379535.0,87708073887.0,6325481543803.0,1708633773.0,95292428269.0,6175796981945.0,437745431511949.0,7336.0,1.3990586467116371e-11,4594915.027126497,-12301418.494217165,3.7630343285854906e-11,-434252.55411668494,-8104354.046479019,-673582820.4392781,4437617.404443838,10884333.767253775,1899053340.3288145,12054601974.091328,7810441.484193847,-412937212.6109361,222652283.67906123,-860651620210.5957,0.1678382274512884,0.0002689827997916,0.0001436827037168,9.85794965209721e-08,3.7099813929868573e-13,-3.683405831977932e-10,-2.5685175972990134e-15,61,1.102995982157058,4.938845143566633,5.447526349849895,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
62,61,513172.8804999999,808.3266695700767,-0.6779375774401056,1045.4686314541952,672.4393542756653,4780.337041478129,112.0,202.82087254063305,255.0,0.7928648941942485,0.7657030940062639,48.6650128314799,43.557228400342176,1154.6030181841722,5845.0,254592.0,14019642.0,875654484.0,284447.0,11087187.0,568634661.0,33854538651.0,17341605.0,620366765.0,29844575331.0,1700888561261.0,1194186809.0,39839335275.0,1805657998473.0,98704692753015.0,5845.0,8.419931418757187e-12,2930320.107100085,9724490.932822928,1.368505309073953e-11,-1302535.9467921304,-161685.35459298285,-1324431142.6364615,3498988.095124037,-8209627.685310214,1778620205.531542,4784911199.22524,9700778.063730655,-1723244336.5479314,4477721946.114368,-1585155805509.9453,0.1881894244669392,0.0060914162090752,0.0001881960435504,1.367440150803685e-05,-1.2707590454746156e-10,-1.0661139282735029e-07,-6.81955007046868e-10,62,1.5547404012074035,4.572434693548783,7.108948949942687,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
66,65,568572.7243999998,850.8403356469926,-1.567725301969061,1317.8253660372131,641.4846352919639,5349.138969798103,52.0,194.6346510191476,255.0,0.7419798350137489,0.8735273075227488,39.31686226065472,61.91522544780729,1330.7379430225922,6476.0,400963.0,32831801.0,3120913969.0,254616.0,15745846.0,1275701368.0,119004425656.0,11907816.0,721022250.0,56669278788.0,5116009612296.0,615861834.0,36435724066.0,2772914140456.0,241867647788548.0,6476.0,5.542233338928781e-12,8006086.458770847,96728312.12858713,4.5830006456526456e-11,-18761.04261890057,-12818841.319455711,-1103313542.475477,1897113.798641136,-14777611.57397964,1665382685.1098783,-7065073125.774124,-1493251.3251425535,134531065.9001901,-1603703299.051857,-265446574285.43207,0.2361358253416134,0.0212190231422816,0.0018669023462865,0.0006076019642195,6.249724006277716e-07,8.345135380356874e-05,-1.6787768965139126e-07,66,2.054336602212493,4.059065114130648,8.33868603472242,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
68,67,711330.4837999998,951.6796211697268,-0.1144148148998754,1258.908695926944,776.6995130373305,5237.364875195283,119.0,208.36361392248827,255.0,0.8337106400493929,0.786992514572414,71.08960750431991,46.72340162922736,1377.517477094211,8102.0,378553.0,21240431.0,1331109403.0,575968.0,26269076.0,1439550868.0,87994573598.0,50012294.0,2250907890.0,119838353238.0,7056930512640.0,4883104936.0,219273111944.0,11417999656372.0,650165009996942.0,8102.0,-3.2642333280819e-11,3553147.1430510967,6653972.584072434,8.488143521390157e-11,-642108.1895828188,-10420077.350001274,-967573594.768487,9066954.944951864,5457829.384506775,2203722169.9168854,3524735988.8388968,38618048.55738479,-311017340.73709095,-717141553.3599931,-781627166587.1218,0.1922553306853746,0.0074383487007975,0.0001425755673303,2.6977849427232334e-05,7.902349953122414e-10,1.177379358426068e-06,-1.474768584336815e-09,68,1.620843936162526,4.160242035137403,6.7431030756209065,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
70,69,445218.0798999999,752.9072089970578,0.7066014183788965,966.7843581148256,629.8074086763758,3720.023853728309,114.0,205.44468546637745,255.0,0.8306306306306306,0.7586953541688964,46.49142181029383,41.12601064878722,1081.6162408636435,5071.0,208550.0,10827404.0,629430128.0,235758.0,10654840.0,595021022.0,36646441402.0,13516108.0,660464916.0,38670526366.0,2462632630254.0,867485832.0,45154542106.0,2738618702168.0,178604768259472.0,5071.0,3.1263880373444413e-13,2250574.479195425,-972104.1972809604,7.518963229813379e-11,959053.9814632224,12755487.016700853,943308672.7947804,2555383.3768487484,15425748.07974508,1155853581.6700976,16999152273.782696,1495940.8183367574,1107967351.5888038,21706504947.896576,1104659491117.1753,0.1868928716094278,0.0057043033080546,0.0010689792267529,0.000122868562169,4.4060637909854026e-08,9.14344806483347e-06,-6.443453784801075e-09,70,1.5350476110572466,3.8478320656554095,5.906605420133807,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
72,71,250660.14949999997,564.9339913942405,-0.2784690359337233,690.7219224784498,516.6823284041959,2836.960509277667,101.0,201.68966725043785,255.0,0.8362624487404804,0.663662289633378,39.943607705779336,32.12049036777583,825.6772544402564,2855.0,91704.0,3520416.0,148576092.0,114039.0,3550114.0,135015698.0,5694914176.0,5492505.0,170771976.0,6544747696.0,278731992066.0,293367261.0,9211937680.0,357327741776.0,15387970604254.0,2855.0,1.4637180356658064e-11,574838.5513134851,-1429588.5195459423,4.632738637155853e-12,-112874.60105078795,1648757.4064878975,-49260697.92211279,937375.9208406304,3367259.621177461,192083316.98881915,837185997.4175977,-907556.1518351384,-74392593.1795083,674906307.4118698,-27557093737.331093,0.1855244551641193,0.0027453073348123,0.0008816758021837,2.2690105386083955e-05,-1.606650877151922e-11,-1.170961366286522e-06,-3.209251759661977e-09,72,1.3368406165772797,4.10723971102304,5.49072486771473,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
73,72,757423.8562999999,982.029534162269,-0.6495938801438104,1698.8143036795532,708.9831375086328,7343.408258821129,68.0,169.85313550481047,255.0,0.714688095435341,0.9087504256871264,84.86901588037557,66.66384606468065,1765.6670473506604,8627.0,575109.0,46780903.0,4274534661.0,732165.0,41758895.0,2938401131.0,234808854953.0,74506789.0,3906801719.0,251555420743.0,18403492523201.0,8315422593.0,416579585963.0,25349052490055.0,1744044443969417.0,8627.0,-1.0317080523236656e-11,8441925.15358758,30397346.78460733,-3.4327740650041955e-10,-7050039.853946915,-91882525.45854814,-15598390061.357153,12368665.987944826,136552494.9741602,16574712281.902395,536230702169.665,-107328286.13669254,-20186672693.841434,-633320658306.0692,-53199084550366.64,0.2796178041093137,0.0386762376655142,0.0036029444870301,0.0014137500478778,3.1734510164998587e-06,0.000276755772267,3.314479502847479e-07,73,2.3961279384573064,4.322666840581484,10.357662785360269,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
75,74,348553.6929999999,666.17741284967,-0.0669989478303028,821.5196874467437,590.5860423579886,3921.065113158154,112.0,210.82468513853905,255.0,0.7734268458990844,0.6951191246051156,41.42745591939546,40.69068010075567,934.0907837035968,3970.0,161542.0,7563114.0,387282250.0,164467.0,6630712.0,307949762.0,15641105902.0,8716655.0,348476082.0,15871172988.0,787363702440.0,524297977.0,20900850922.0,933309371192.0,45062257155940.0,3970.0,-1.5120349416974932e-11,989860.155163728,-1022168.1760498604,-1.0871303857129531e-11,-61562.0841309824,-360803.7049435008,-53177557.901186414,1903205.6073047863,-1109817.1003676218,275217836.56466174,-219832731.41509008,5499203.418591344,21705204.319990825,-2258989271.485424,215500862.00926575,0.1835596801241372,0.0034192394000266,4.932326234298852e-05,3.138247929452161e-05,8.216146730851823e-10,1.457983012193971e-06,9.216293184082991e-10,75,1.391024556162424,4.772941139541885,6.639278330220625,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
76,75,315805.4492999999,634.1103898309942,0.7427843356033731,772.2127160150692,630.7798901361689,3607.250901029718,82.0,150.2510425354462,212.0,0.7447204968944099,0.5768539246038014,36.46649986099527,42.323881011954406,889.409955532318,3597.0,152239.0,7694587.0,433034803.0,131170.0,5804750.0,292224620.0,16114234256.0,6077804.0,273069148.0,13509041386.0,722374293598.0,325811626.0,14686947368.0,713271770666.0,36990226644494.0,3597.0,7.979394922585925e-12,1251241.678621073,1455210.5295559857,-9.549694368615746e-12,253126.52766194087,-9796629.841382353,206579932.55664465,1294493.2132332495,-2628382.281577277,332175102.2363246,-3227406746.0178447,9764114.117984226,175051352.00415865,-4249395027.542191,108496851807.08104,0.1967579546955365,0.0015421691023339,0.0026908371836627,2.2874651930335785e-06,-2.700506787419567e-11,-2.677401471973255e-09,-1.7741976511153655e-10,76,1.224218983659052,4.67131766444432,5.718715763514602,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
79,78,504042.0028999999,801.1031208900608,-0.4173982519325622,924.3082883692076,769.2916875965927,4700.164049604334,91.0,208.4858038669221,255.0,0.7910982499655504,0.5543418625534035,59.6331649538408,53.877547465598326,998.3777870625928,5741.0,309311.0,19259877.0,1311046685.0,342354.0,18047582.0,1124569664.0,77230549118.0,23730910.0,1226021510.0,75738066612.0,5181018580538.0,1786752192.0,90839575856.0,5547392181938.0,376055300786612.0,5741.0,-3.0127011996228248e-12,2594958.9158683154,-6248296.571030999,-1.0467715583217796e-10,-397611.88503744977,18886948.28629807,-541509913.5904175,3315257.4453927893,-5120009.670750328,1033305846.561766,-8673029846.838451,-23795666.745864097,-268423028.81637317,8888238148.169296,-305531952883.6609,0.1793198166314499,0.0010597530468496,0.0010512823090935,2.458671223096465e-05,-3.844016026586191e-09,-8.002386608084847e-07,9.211764978106911e-10,79,1.201505622993165,5.085061022115265,6.109729411334863,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
80,79,354523.88219999993,671.8584868631715,-0.7139050586679174,993.7691139313176,616.7245998556594,5098.917041478129,100.0,186.24888558692425,255.0,0.6822098327420172,0.784134090303483,49.70604259534423,42.35264982664685,1068.3443733178922,4038.0,171020.0,9084858.0,522102056.0,200713.0,7636886.0,386552656.0,21676192532.0,12067089.0,428987496.0,20875189382.0,1143607933386.0,796237417.0,26965497284.0,1266908373910.0,67806211120478.0,4038.0,1.4779288903810084e-11,1841707.826646855,-18668166.928749427,6.650680006714538e-11,-863841.4046557692,8152262.313635391,-662705588.0880542,2090440.0725606736,3790576.466901236,822255302.1316197,-4997563179.690505,-11384829.41524046,-919656185.2504787,1821030015.141274,-596985793255.3854,0.2411555244498419,0.0114596766189311,0.0020371384829871,0.0002159072480901,7.9723163410119e-09,-1.2489753264727312e-05,1.4296737084684806e-07,80,1.6113661011153164,5.130887013892978,8.267737402839938,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
85,84,194733.5242,497.9381725647089,-0.0766430621304939,564.0573477609363,485.0480257094952,2613.1936186770777,118.0,202.96618575293056,255.0,0.8245353159851301,0.5104173899439929,33.60595130748422,32.44679891794409,663.9489701023716,2218.0,71967.0,2707343.0,110254755.0,74538.0,2408528.0,90745366.0,3692786510.0,3006506.0,98271616.0,3710931038.0,150252269746.0,134987040.0,4504935752.0,171002703418.0,6898987419470.0,2218.0,-3.893774191965349e-12,372244.2222723174,-1746125.7797762558,-2.276578925375361e-11,-9991.497745716932,410913.205830482,-20870883.02115873,501585.6014427415,1391667.945870373,50950093.81584712,81370206.55301265,238023.16110095367,18585425.49787988,118111600.87863854,-518549752.98667824,0.1776248725923603,0.0007077395751988,0.000671565481548,1.018563347578144e-05,-8.385816535965804e-10,1.7953292299907275e-07,-8.027676006397187e-11,85,1.1628896889867175,4.632850948667412,5.387494598817666,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
86,85,180949.4109,479.9916098791852,-0.0792428768333331,649.1272900653056,381.293825360188,2653.555941660744,141.0,215.55992236778263,255.0,0.7566079295154186,0.8093007200320933,36.62639495390587,28.416787967006307,706.7365591930276,2061.0,58567.0,1880127.0,65365399.0,75487.0,2113146.0,67045596.0,2308401486.0,3380493.0,94629734.0,2984962812.0,101869993526.0,169418425.0,4775477712.0,150374814618.0,5101806861204.0,2061.0,-3.2684965844964614e-13,215840.97913634157,-328785.98746056954,-3.5555558497435413e-11,-31952.07326540522,-727.4833236482905,-8230191.897077396,615676.3241145075,907559.7050806778,47115686.22763003,117233062.61681744,503144.82151205,-9981240.143306063,-4183808.759306245,-148499979.05217192,0.1957561015073375,0.0090866722942703,0.0002572625117755,1.579594483365679e-05,4.0116591813022755e-10,-4.442503649512846e-07,-9.23584546199764e-10,86,1.7024332598413037,4.0878822725105,6.959346743037527,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
88,87,218877.67169999995,527.9050170892491,0.8984662302701013,687.2296858366308,436.29481892767706,2500.030587628077,71.0,134.22503008423587,195.0,0.8578802477632484,0.772626977762573,32.8892900120337,32.73726434015243,676.5243821918024,2493.0,81614.0,3315900.0,152038892.0,81993.0,2928028.0,123834076.0,5767358008.0,3228589.0,120062000.0,5124800824.0,237884535140.0,140665191.0,5341940554.0,227590207306.0,10455598006798.0,2493.0,-1.191580167869688e-11,644080.9081427997,1314503.281856023,-2.6986413104168605e-11,243801.48495788223,-1186308.0700782964,99549256.43052252,531897.4440433213,-1670087.026996894,105296597.28455952,-656388819.0242553,-508267.5382623724,110566795.91448404,-869784247.196674,38532522440.87746,0.1892146549747429,0.006481032989108,0.0005120544290362,3.113322029652338e-05,6.692665570206408e-10,4.6728281185850724e-07,3.8735266870337794e-09,88,1.5751497749290262,3.637838468203756,5.730140444419299,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
90,89,403251.1616999999,716.5440150729286,1.5582699448941282,990.057108843397,608.9200396749726,4193.185191508565,102.0,201.28543435662965,255.0,0.7525806980173685,0.7884995996298947,45.67711735249292,54.98279991291095,1070.3969100291722,4593.0,252536.0,17089748.0,1283705216.0,209795.0,11560074.0,802123470.0,61774372800.0,10795465.0,596717422.0,41970766050.0,3264793920148.0,596668925.0,33071573160.0,2343831077880.0,182874534507498.0,4593.0,7.105427357601003e-14,3204611.6411931184,-8334020.178683082,-3.716138508025324e-12,24957.49227084704,18768579.471756756,-183775751.5398276,1212634.165033747,872557.3316079576,587548612.0447326,-6626785298.158177,-7216062.803507476,-10736532.889959589,7499935496.97628,-124893545004.9642,0.2093913207518226,0.0089218655593312,0.0020327524527507,9.25310604341696e-05,-8.474900462580953e-10,-3.793064864284761e-06,-4.0121456403845416e-08,90,1.6259230183520754,4.235296281450998,6.886265713552128,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
91,90,405446.0841999999,718.4914666587644,-1.1151896503255816,845.6199646031475,665.1855909756761,3840.55916858577,90.0,197.41338241663055,255.0,0.8192300869256697,0.6174313783089842,40.040277176266784,48.294932871372886,1014.2132322150012,4618.0,223026.0,12948268.0,844864782.0,184906.0,8575931.0,488344119.0,31475685635.0,9031778.0,401403563.0,22058138307.0,1374831185519.0,490648174.0,21026731133.0,1113361443921.0,66751975841489.0,4618.0,-7.068479135341477e-11,2177242.30142919,9229506.554982014,6.491518433904275e-11,-354091.8575140752,4093564.305298475,-468377532.5911983,1628090.508445214,-6429676.977696995,533924375.0953192,-7012831752.369053,-1365110.9668994474,-193685872.58570725,3191375747.220975,-194385745102.8999,0.1784369488456586,0.0017658325292252,0.000475904321936,7.277015025384304e-06,-1.2670807184373102e-10,-2.3673405866008042e-07,4.0906805641370733e-10,91,1.271254182404666,4.541708248797269,5.773665606545299,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
93,92,733104.1149999999,966.1351611581448,0.326476062989628,1118.8992313382855,885.0077568282383,5168.445348209386,78.0,201.40754491017964,255.0,0.819833087874325,0.6118641391303639,61.7614371257485,51.70287425149701,1353.600201721321,8350.0,431719.0,27263323.0,1901242951.0,515708.0,27509877.0,1795895715.0,128737980681.0,39005970.0,2160008141.0,144393719395.0,10517878967993.0,3282463892.0,188786007393.0,12868922252607.0,948505179277497.0,8350.0,3.234390533179976e-11,4942209.831017963,-19402116.582214236,3.3224978324142285e-10,846291.1255089822,24562338.41182952,717769391.9064378,7155102.782754489,38751066.75593144,3420773702.097753,37762213362.53661,-10419732.974551618,2208755513.8130245,42788659548.91247,2091667149671.4744,0.1735065812868507,0.0015966606542601,0.0006276306570285,1.4150715364192486e-05,1.025922091433083e-09,1.9097150354672842e-07,-8.52011937944966e-10,93,1.2642818356172227,4.619223253936411,5.840000054612487,Multiple Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
94,93,561987.9568999999,845.8991017786933,-0.2018026312261789,968.2243028784142,789.0654130644565,3896.44621588718,103.0,178.71910638962663,253.0,0.8902642559109875,0.5795152722083152,50.60131229495392,49.83205749101703,1068.221095700698,6401.0,318975.0,18789915.0,1213640151.0,323899.0,15858844.0,904874674.0,56368516780.0,20603779.0,1018674512.0,57328864774.0,3486245328500.0,1492988383.0,74984834632.0,4194475711390.0,250940725941184.0,6401.0,2.6432189770275727e-11,2894734.461802845,-11201121.774898248,-4.547473508864641e-13,-281709.58928292454,-17843346.01280398,-277103129.7744386,4214064.548976724,20455562.147367608,1361421353.2270775,11737268146.245632,23935734.81705626,-355137038.0436033,-16042100835.345057,-453948235838.1742,0.1735004402256894,0.0012259407379294,0.0010485047948344,1.1424161976276616e-05,-7.489127534590896e-10,-2.89713447218175e-07,-1.0012161726303494e-09,94,1.2270520122256616,4.024321848050617,4.938052221494202,Crystal,../Images/Organized images 20230613/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag/L-3_nM-3_au10_mixing-T_oven-T_embed-Ag_01.tif,
